property_type,price_category,city_code,prefecture,city,district,nearest_station,station_minutes,price,layout,area_sqm,year_built,structure,usage,future_use,urban_planning,building_coverage_ratio,floor_area_ratio,transaction_period,renovation,transaction_note
中古マンション等,成約価格情報,13115,東京都,杉並区,井草,上井草,2.0,76000000,２ＬＤＫ,85,2014年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,井草,井荻,9.0,60000000,３ＬＤＫ＋Ｓ,80,2007年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,井草,井荻,11.0,64000000,３ＬＤＫ,75,2007年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,今川,上井草,13.0,31000000,２ＬＤＫ,70,1974年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,永福,永福町,5.0,12000000,１Ｒ,20,1991年,ＲＣ,,,近隣商業,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,永福,永福町,7.0,84000000,３ＬＤＫ,70,2016年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,永福,永福町,8.0,63000000,２ＬＤＫ,70,2000年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,永福,明大前,3.0,16000000,１ＤＫ,30,1971年,ＳＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,永福,明大前,4.0,11000000,１ＤＫ,30,1971年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,永福,,,18000000,１Ｋ,20,,,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,4.0,33000000,１ＬＤＫ,45,1969年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,2.0,48000000,１ＬＤＫ,35,2009年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,14.0,81000000,３ＬＤＫ,70,2017年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,9.0,34000000,１ＤＫ,35,2009年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,7.0,110000000,２ＬＤＫ,75,2015年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,17.0,35000000,２ＤＫ,50,1992年,ＲＣ,,,近隣商業,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,2.0,44000000,１ＬＤＫ,35,2009年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,2.0,61000000,３ＬＤＫ,80,1976年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,南阿佐ケ谷,12.0,83000000,３ＬＤＫ,80,2004年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,2.0,14000000,１Ｒ,20,1984年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,14.0,81000000,３ＬＤＫ,70,2017年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,2.0,18000000,１Ｒ,25,1987年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,3.0,52000000,１ＬＤＫ,45,2021年,ＲＣ,,,２種住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,10.0,71000000,３ＬＤＫ,75,2011年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,4.0,33000000,１ＬＤＫ,50,,,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,2.0,14000000,１Ｋ,20,1992年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,10.0,100000000,３ＬＤＫ,80,2001年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,1.0,42000000,１ＬＤＫ,35,2004年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,2.0,41000000,２ＬＤＫ,55,1976年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,2.0,41000000,２ＬＤＫ,60,1976年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,荻窪,荻窪,7.0,27000000,１ＬＤＫ,40,1973年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上荻,荻窪,9.0,57000000,２ＬＤＫ,60,1998年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上荻,荻窪,12.0,79000000,１ＬＤＫ,95,2001年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上荻,西荻窪,9.0,73000000,１ＬＤＫ＋Ｓ,55,2022年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上荻,西荻窪,15.0,20000000,２ＤＫ,45,1974年,ＳＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上荻,西荻窪,12.0,27000000,２ＬＤＫ,50,1970年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上荻,西荻窪,9.0,75000000,２ＬＤＫ,55,2023年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上荻,西荻窪,11.0,40000000,２ＬＤＫ,70,,,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺北,高円寺,2.0,60000000,１ＬＤＫ,60,2001年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺北,高円寺,7.0,13000000,１ＤＫ,25,1971年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺北,高円寺,11.0,62000000,１ＬＤＫ＋Ｓ,55,2008年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺北,高円寺,3.0,16000000,１ＤＫ,30,1984年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺北,高円寺,7.0,20000000,１ＤＫ,30,1971年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,86000000,２ＬＤＫ,75,2016年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,8.0,71000000,２ＬＤＫ,70,2016年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,1.0,65000000,１ＬＤＫ,45,2020年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,100000000,３ＬＤＫ,80,2016年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,12.0,8500000,１Ｒ,20,1991年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,西永福,15.0,65000000,３ＬＤＫ,70,2015年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,51000000,１ＬＤＫ,50,2006年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,99000000,３ＬＤＫ,80,2016年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,1.0,19000000,１Ｒ,35,1973年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,西永福,15.0,70000000,３ＬＤＫ,75,2015年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,12.0,28000000,１ＤＫ,35,2004年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,松ノ木,新高円寺,4.0,12000000,１Ｋ,20,1985年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,南荻窪,荻窪,5.0,6600000,１Ｒ,15,1985年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,南荻窪,荻窪,7.0,60000000,３ＬＤＫ,75,1974年,,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,南荻窪,荻窪,6.0,63000000,２ＬＤＫ＋Ｓ,75,1988年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,10.0,30000000,１Ｋ,35,2009年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,8.0,46000000,２ＬＤＫ,55,1969年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,新高円寺,7.0,37000000,１ＬＤＫ＋Ｓ,45,2010年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,新高円寺,7.0,68000000,３ＬＤＫ,65,2010年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,荻窪,7.0,23000000,２ＬＤＫ,50,1980年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,阿佐ケ谷,3.0,11000000,１Ｋ,20,1992年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,阿佐ケ谷,4.0,10000000,１Ｒ,20,1984年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,1.0,24000000,１ＤＫ,35,1973年,ＳＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,5.0,28000000,３ＤＫ,55,1978年,ＲＣ,,,準工業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,3.0,19000000,１ＤＫ,30,1972年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,代田橋,6.0,36000000,１ＬＤＫ,40,2011年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,2.0,32000000,２ＤＫ,50,1971年,ＳＲＣ,,,２中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,富士見ケ丘,10.0,52000000,３ＬＤＫ,75,1998年,ＲＣ,,,１種住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,2.0,58000000,２ＬＤＫ,70,1987年,ＲＣ,,,２中住専,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,5.0,31000000,２ＬＤＫ＋Ｓ,65,1975年,ＳＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,高井戸,11.0,71000000,３ＬＤＫ,70,2019年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,3.0,47000000,２ＬＤＫ,50,2009年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,11.0,49000000,２ＬＤＫ,65,1995年,ＳＲＣ,,,準住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,,,18000000,１Ｒ,20,,,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,高井戸,10.0,47000000,２ＬＤＫ＋Ｓ,60,1995年,ＲＣ,,,１種住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,松庵,西荻窪,5.0,30000000,１ＬＤＫ,35,1999年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,4.0,90000000,３ＬＤＫ,75,2003年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,西永福,6.0,80000000,２ＬＤＫ＋Ｓ,70,2014年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,9.0,90000000,４ＬＤＫ,105,1999年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,2.0,73000000,３ＬＤＫ,85,1985年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,3.0,75000000,４ＬＤＫ,100,1985年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,本天沼,荻窪,12.0,61000000,３ＬＤＫ,75,1996年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,本天沼,阿佐ケ谷,13.0,70000000,３ＬＤＫ,65,2013年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,西荻窪,15.0,50000000,３ＬＤＫ,65,1984年,ＲＣ,,,準工業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,荻窪,13.0,32000000,２ＬＤＫ,70,1981年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,西荻窪,20.0,79000000,３ＬＤＫ,90,2013年,ＲＣ,,,準工業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,西荻窪,17.0,72000000,３ＬＤＫ,80,2005年,ＲＣ,,,準工業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,1.0,9500000,１Ｋ,20,1970年,ＳＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,9.0,11000000,１Ｒ,20,1990年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,方南町,8.0,71000000,３ＬＤＫ,80,2000年,ＲＣ,,,２中住専,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,方南町,9.0,72000000,３ＬＤＫ,80,2000年,ＲＣ,,,２中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,6.0,38000000,２ＬＤＫ,55,1970年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,方南町,8.0,40000000,２ＬＤＫ,55,1997年,ＲＣ,,,準工業,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,5.0,62000000,２ＬＤＫ,60,2012年,ＲＣ,,,準工業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,9.0,81000000,２ＬＤＫ,75,1995年,ＳＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,5.0,75000000,２ＬＤＫ,70,2015年,ＲＣ,,,準工業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,荻窪,13.0,17000000,２Ｋ,35,1977年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,荻窪,5.0,12000000,１Ｋ,20,1995年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,,,22000000,１Ｒ,20,,,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田西,南阿佐ケ谷,14.0,79000000,２ＬＤＫ＋Ｓ,80,2000年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田西,浜田山,16.0,71000000,３ＬＤＫ,80,2003年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,4.0,31000000,２ＤＫ,50,1975年,ＳＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,3.0,19000000,２ＤＫ,45,1973年,ＳＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,笹塚,12.0,68000000,２ＬＤＫ,65,2005年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,95000000,３ＬＤＫ,70,2017年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,新高円寺,5.0,55000000,１ＬＤＫ＋Ｓ,60,2005年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,新高円寺,5.0,32000000,２ＬＤＫ,55,1973年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,,,19000000,１Ｋ,25,2001年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,4.0,64000000,３ＬＤＫ,75,2016年,軽量鉄骨造,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,高円寺,4.0,40000000,１ＤＫ,35,2017年,ＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,高円寺,3.0,10000000,１Ｋ,25,1986年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,5.0,53000000,２ＬＤＫ,55,2000年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,高円寺,4.0,28000000,２ＤＫ,50,1972年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,新高円寺,2.0,16000000,１Ｋ,20,1999年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,中野(東京),9.0,78000000,３ＬＤＫ,75,2006年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,中野(東京),9.0,58000000,２ＬＤＫ,65,2000年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,2.0,24000000,２Ｋ,60,1973年,ＲＣ,,,商業,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,新高円寺,4.0,24000000,２Ｋ,30,1972年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下井草,,,16000000,２ＤＫ,45,,,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,桜上水,3.0,48000000,２ＬＤＫ,60,1985年,ＲＣ,,,１種住居,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,桜上水,9.0,6400000,１Ｒ,15,1991年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,桜上水,6.0,23000000,２ＤＫ,50,1978年,ＳＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,上北沢,8.0,75000000,３ＬＤＫ,85,2000年,ＲＣ,,,１低住専,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,桜上水,6.0,79000000,３ＬＤＫ,75,2011年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,桜上水,7.0,12000000,２ＤＫ,45,1971年,ＳＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸西,富士見ケ丘,4.0,29000000,１ＤＫ,40,1992年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸西,高井戸,4.0,88000000,３ＬＤＫ,105,2003年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸西,高井戸,8.0,76000000,２ＬＤＫ＋Ｓ,95,2000年,ＳＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸西,高井戸,4.0,54000000,２ＬＤＫ,60,1999年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸東,高井戸,10.0,57000000,２ＬＤＫ＋Ｓ,80,1990年,ＲＣ,,,２低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸東,浜田山,6.0,180000000,２ＬＤＫ＋Ｓ,105,2009年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸東,高井戸,4.0,65000000,３ＬＤＫ,70,1998年,ＲＣ,,,準住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸東,高井戸,7.0,61000000,２ＬＤＫ,55,1999年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸東,浜田山,10.0,96000000,３ＬＤＫ,80,2013年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸東,高井戸,3.0,65000000,２ＬＤＫ,60,2011年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸東,浜田山,6.0,84000000,１ＬＤＫ,55,2009年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸東,高井戸,7.0,68000000,２ＬＤＫ,70,2013年,ＲＣ,,,準住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻北,西荻窪,6.0,23000000,１ＬＤＫ,35,1969年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻北,西荻窪,5.0,90000000,３ＬＤＫ,75,2005年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻北,西荻窪,6.0,34000000,１Ｒ,45,1970年,ＳＲＣ,,,１低住専,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻北,西荻窪,3.0,18000000,２ＬＤＫ,55,1970年,ＳＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻北,西荻窪,3.0,6500000,１Ｒ,15,1983年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻北,西荻窪,11.0,38000000,２ＤＫ,50,1992年,ＳＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻北,西荻窪,6.0,35000000,１ＬＤＫ,35,2021年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻南,西荻窪,5.0,8000000,１Ｒ,15,1984年,ＲＣ,,,１中住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻南,西荻窪,2.0,45000000,１ＬＤＫ,45,1987年,ＳＲＣ,,,商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻南,西荻窪,4.0,69000000,２ＬＤＫ,60,2013年,ＲＣ,,,近隣商業,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,西荻南,西荻窪,2.0,39000000,３ＬＤＫ,65,1980年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,堀ノ内,東高円寺,9.0,35000000,２ＬＤＫ,60,1979年,ＲＣ,,,,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,堀ノ内,方南町,10.0,50000000,３ＬＤＫ,80,1976年,ＲＣ,,,１中住専,,,2023年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,堀ノ内,東高円寺,13.0,70000000,３ＬＤＫ,90,2007年,ＲＣ,,,１種住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,堀ノ内,方南町,4.0,45000000,３ＬＤＫ,60,1980年,ＲＣ,,,１種住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,堀ノ内,方南町,10.0,38000000,２ＬＤＫ,55,1988年,ＲＣ,,,１種住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,堀ノ内,方南町,5.0,42000000,３ＬＤＫ,80,1974年,ＲＣ,,,２種住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,宮前,西荻窪,13.0,73000000,３ＬＤＫ,75,2013年,ＲＣ,,,１低住専,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,宮前,久我山,12.0,69000000,２ＬＤＫ＋Ｓ,80,2008年,ＲＣ,,,準住居,,,2023年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,宮前,西荻窪,13.0,73000000,３ＬＤＫ,90,1984年,ＲＣ,,,１低住専,,,2023年第4四半期,,
