property_type,price_category,city_code,prefecture,city,district,nearest_station,station_minutes,price,layout,area_sqm,year_built,structure,usage,future_use,urban_planning,building_coverage_ratio,floor_area_ratio,transaction_period,renovation,transaction_note
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,9.0,80000000,３ＬＤＫ,100,1990年,ＲＣ,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,14.0,27000000,１Ｒ,40,1982年,ＲＣ,,,近隣商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,8.0,98000000,２ＬＤＫ,65,2019年,ＲＣ,,,近隣商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,8.0,50000000,１ＬＤＫ,40,2020年,ＲＣ,,,２種住居,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,4.0,39000000,１ＬＤＫ,50,1986年,,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,3.0,69000000,１ＬＤＫ＋Ｓ,65,2004年,ＲＣ,,,商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,荻窪,7.0,29000000,２ＤＫ,45,1970年,ＳＲＣ,,,商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,阿佐ケ谷,10.0,42000000,２ＤＫ＋Ｓ,60,1974年,ＳＲＣ,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,南阿佐ケ谷,9.0,84000000,３ＬＤＫ,75,1994年,ＲＣ,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,荻窪,8.0,34000000,１ＬＤＫ,45,2008年,ＳＲＣ,,,商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,永福町,5.0,96000000,３ＬＤＫ,80,2016年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,9.0,45000000,１ＬＤＫ,45,2018年,ＲＣ,,,１中住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上井草,井荻,5.0,21000000,１ＬＤＫ,35,1978年,ＲＣ,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上井草,上井草,3.0,48000000,２ＬＤＫ,65,1994年,ＲＣ,,,近隣商業,,,2024年第3四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,高井戸,10.0,47000000,２ＬＤＫ,65,2001年,ＲＣ,,,１種住居,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,3.0,21000000,２ＤＫ,50,1978年,ＲＣ,,,近隣商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,芦花公園,8.0,60000000,２ＬＤＫ,65,2016年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,芦花公園,8.0,67000000,３ＬＤＫ,70,2016年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,4.0,22000000,１Ｋ,25,2003年,ＲＣ,,,商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,2.0,46000000,２ＬＤＫ,60,1987年,ＲＣ,,,２中住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,高井戸,11.0,87000000,３ＬＤＫ,75,2019年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,松庵,西荻窪,12.0,42000000,１ＬＤＫ,50,2004年,ＲＣ,,,準住居,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,松庵,三鷹台,12.0,45000000,２ＬＤＫ,55,1983年,ＲＣ,,,準住居,,,2024年第3四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,松庵,西荻窪,14.0,72000000,３ＬＤＫ,80,2000年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,松庵,三鷹台,10.0,120000000,３ＬＤＫ,85,2022年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,西永福,5.0,95000000,２ＬＤＫ,80,2014年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,西永福,2.0,87000000,２ＬＤＫ,85,2001年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,9.0,110000000,３ＬＤＫ,80,2015年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,西荻窪,14.0,18000000,１ＤＫ,30,1985年,ＳＲＣ,,,商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,西荻窪,17.0,24000000,１ＬＤＫ,40,1981年,ＲＣ,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,荻窪,9.0,30000000,１ＬＤＫ,35,1995年,ＲＣ,,,準住居,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,方南町,8.0,57000000,１ＬＤＫ,60,2000年,ＲＣ,,,２中住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,12.0,66000000,２ＬＤＫ,65,2012年,ＲＣ,,,２中住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,方南町,9.0,63000000,２ＬＤＫ,60,2000年,ＲＣ,,,２中住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,方南町,9.0,50000000,２ＬＤＫ,55,1997年,ＲＣ,,,準工業,,,2024年第3四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,10.0,30000000,１ＬＤＫ,50,1982年,ＲＣ,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,5.0,68000000,２ＬＤＫ,55,2012年,ＲＣ,,,準工業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,3.0,75000000,２ＬＤＫ,60,2020年,ＲＣ,,,商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,,,35000000,２ＬＫ,40,,,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,3.0,48000000,１ＬＤＫ,45,2002年,ＳＲＣ,,,商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,8.0,40000000,２ＬＤＫ,55,1969年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷北,阿佐ケ谷,17.0,45000000,２ＬＤＫ,55,2000年,ＲＣ,,,１種住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,南阿佐ケ谷,2.0,120000000,３ＬＤＫ,95,2003年,ＳＲＣ,,,商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,阿佐ケ谷,2.0,94000000,２ＬＤＫ,55,2011年,ＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,南阿佐ケ谷,4.0,73000000,１ＬＤＫ＋Ｓ,60,2001年,ＲＣ,,,商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,阿佐谷南,阿佐ケ谷,10.0,90000000,３ＬＤＫ,80,1996年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,3.0,24000000,１ＤＫ,35,1971年,ＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,明大前,11.0,30000000,２ＬＤＫ,65,1970年,ＳＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,明大前,7.0,58000000,２ＬＤＫ,55,2008年,ＲＣ,,,２種住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,10.0,11000000,１Ｒ,20,1998年,ＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,代田橋,6.0,43000000,１ＬＤＫ＋Ｓ,50,2011年,ＲＣ,,,近隣商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,1.0,14000000,１Ｒ,30,1973年,ＳＲＣ,,,商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,永福町,5.0,83000000,３ＬＤＫ,80,1999年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,明大前,7.0,37000000,１ＤＫ,35,2004年,ＲＣ,,,２種住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,代田橋,5.0,47000000,２ＬＤＫ,50,2011年,ＲＣ,,,近隣商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,1.0,34000000,１ＬＤＫ,55,1973年,ＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,永福町,4.0,30000000,１ＬＤＫ,45,1974年,ＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和泉,方南町,8.0,89000000,３ＬＤＫ,80,2015年,ＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上井草,上井草,13.0,55000000,３ＬＤＫ,90,2000年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,4.0,21000000,１ＬＤＫ,45,1970年,ＳＲＣ,,,近隣商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,高井戸,11.0,87000000,３ＬＤＫ,75,2019年,ＲＣ,,,１種住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,芦花公園,1.0,16000000,１Ｋ,20,2000年,ＲＣ,,,１中住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,八幡山,6.0,76000000,２ＬＤＫ,65,2016年,ＲＣ,,,準住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,上高井戸,高井戸,11.0,78000000,３ＬＤＫ,70,2019年,ＲＣ,,,１種住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,松庵,三鷹台,12.0,52000000,１ＬＤＫ＋Ｓ,65,2009年,ＲＣ,,,準住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,松庵,西荻窪,12.0,43000000,１Ｒ,55,2004年,ＲＣ,,,準住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,松庵,西荻窪,16.0,120000000,３ＬＤＫ,80,2022年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,8.0,81000000,３ＬＤＫ,95,1987年,ＲＣ,,,準住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,7.0,28000000,１ＤＫ,30,2005年,ＲＣ,,,準住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,西永福,5.0,94000000,３ＬＤＫ,80,2014年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,西永福,3.0,80000000,３ＬＤＫ,95,1997年,ＳＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,11.0,97000000,１ＬＤＫ＋Ｓ,75,2017年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,西永福,5.0,55000000,２ＬＤＫ,60,2001年,ＲＣ,,,準住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,西永福,4.0,86000000,３ＬＤＫ,80,2000年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,西永福,6.0,100000000,３ＬＤＫ,80,2014年,ＲＣ,,,準住居,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,9.0,120000000,３ＬＤＫ,75,2023年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,浜田山,浜田山,4.0,20000000,２ＤＫ,35,1984年,ＲＣ,,,近隣商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,西荻窪,18.0,77000000,２ＬＤＫ,75,2005年,ＲＣ,,,準工業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,荻窪,,77000000,２ＬＤＫ,80,2006年,ＲＣ,,,商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,桃井,荻窪,,82000000,３ＬＤＫ,90,2005年,ＲＣ,,,準工業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,6.0,24000000,１ＤＫ,35,1988年,ＳＲＣ,,,近隣商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,3.0,81000000,２ＬＤＫ,60,2020年,ＲＣ,,,商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,5.0,44000000,１ＬＤＫ,65,1967年,ＲＣ,,,１中住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,3.0,10000000,１Ｒ,20,1988年,ＲＣ,,,商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,6.0,67000000,３ＬＤＫ,65,2002年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,7.0,80000000,３ＬＤＫ,100,1978年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,12.0,60000000,３ＬＤＫ,75,2012年,ＲＣ,,,２中住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,中野富士見町,5.0,90000000,３ＬＤＫ,75,2015年,ＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,9.0,60000000,２ＬＤＫ,55,2012年,ＲＣ,,,近隣商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,和田,東高円寺,8.0,11000000,１Ｋ,20,1992年,ＲＣ,,,１中住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,荻窪,4.0,45000000,１ＬＤＫ,50,2004年,ＲＣ,,,商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,荻窪,5.0,64000000,３ＬＤＫ,75,1995年,ＲＣ,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田西,西永福,12.0,64000000,３ＬＤＫ,80,1995年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,7.0,95000000,３ＬＤＫ＋Ｓ,75,2021年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,100000000,３ＬＤＫ,70,2017年,ＲＣ,,,１中住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,9.0,43000000,１ＬＤＫ,50,1971年,ＳＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,9.0,40000000,１ＬＤＫ,45,1971年,ＳＲＣ,,,１低住専,,,2024年第1四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,7.0,92000000,３ＬＤＫ＋Ｓ,70,2021年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,90000000,３ＬＤＫ,70,2017年,ＲＣ,,,１中住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,荻窪,5.0,24000000,１Ｋ,25,2003年,ＳＲＣ,,,,,,2024年第2四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,荻窪,5.0,11000000,２Ｋ,30,1973年,ＲＣ,,,１中住専,,,2024年第2四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,7.0,91000000,３ＬＤＫ＋Ｓ,70,2021年,ＲＣ,,,１低住専,,,2024年第2四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,3.0,33000000,１ＬＤＫ＋Ｓ,50,1972年,ＳＲＣ,,,近隣商業,,,2024年第2四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,7.0,96000000,３ＬＤＫ＋Ｓ,70,2021年,ＲＣ,,,１低住専,,,2024年第2四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,,,31000000,１Ｋ,25,,,,,,,,2024年第2四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,9.0,88000000,３ＬＤＫ,105,1971年,ＳＲＣ,,,１低住専,,,2024年第2四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田西,浜田山,17.0,75000000,３ＬＤＫ,100,1987年,ＲＣ,,,１低住専,,,2024年第3四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田西,南阿佐ケ谷,13.0,60000000,３ＬＤＫ,70,2000年,ＲＣ,,,１低住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,4.0,27000000,２ＤＫ,50,1975年,ＳＲＣ,,,近隣商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,1.0,33000000,１ＬＤＫ,45,1969年,ＳＲＣ,,,商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,笹塚,11.0,75000000,３ＬＤＫ,75,2005年,ＲＣ,,,１中住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,97000000,３ＬＤＫ＋Ｓ,70,2017年,ＲＣ,,,１中住専,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,36000000,１ＬＤＫ,45,1982年,ＳＲＣ,,,近隣商業,,,2024年第3四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,,,23000000,１Ｋ,20,,,,,,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,47000000,１ＬＤＫ,45,2001年,ＲＣ,,,近隣商業,,,2024年第3四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,4.0,21000000,２ＤＫ,50,1975年,ＳＲＣ,,,近隣商業,,,2024年第3四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,,,24000000,１Ｋ,25,,,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,天沼,荻窪,2.0,27000000,１ＬＤＫ,35,1986年,ＲＣ,,,商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,成田西,浜田山,16.0,92000000,４ＬＤＫ,100,2003年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,7.0,97000000,３ＬＤＫ,75,2021年,ＲＣ,,,１低住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,55000000,１ＬＤＫ＋Ｓ,60,2001年,ＲＣ,,,近隣商業,,,2024年第4四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,4.0,20000000,１ＤＫ,30,1982年,ＳＲＣ,,,近隣商業,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,100000000,２ＬＤＫ＋Ｓ,70,2017年,ＲＣ,,,１中住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,方南町,2.0,100000000,３ＬＤＫ,70,2017年,ＲＣ,,,１中住専,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,,,35000000,２ＤＫ,45,,,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,方南,代田橋,9.0,37000000,２ＤＫ,45,2007年,ＲＣ,,,,,,2024年第4四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,新高円寺,5.0,9300000,１Ｋ,25,1971年,ＳＲＣ,,,商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,新高円寺,2.0,37000000,２ＬＤＫ,60,1973年,ＳＲＣ,,,商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,新高円寺,5.0,12000000,２Ｋ,40,1971年,ＳＲＣ,,,商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,新高円寺,7.0,20000000,１Ｒ,35,1991年,鉄骨造,,,２低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,,,26000000,１Ｋ,30,,,,,,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,新高円寺,2.0,14000000,１ＬＤＫ,35,1974年,ＳＲＣ,,,商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,,,19000000,１Ｋ,20,,,,,,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,梅里,新高円寺,7.0,26000000,１ＤＫ,40,1973年,ＳＲＣ,,,,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,久我山,久我山,8.0,71000000,３ＬＤＫ,85,2010年,ＲＣ,,,準工業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,久我山,久我山,4.0,25000000,１ＬＤＫ,45,1968年,鉄骨造,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,久我山,富士見ケ丘,1.0,43000000,２ＬＤＫ,55,1977年,ＳＲＣ,,,近隣商業,,,2024年第1四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,久我山,富士見ケ丘,7.0,60000000,２ＬＤＫ,60,2006年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,久我山,久我山,4.0,17000000,３Ｋ,45,1968年,ＲＣ,,,１中住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,5.0,11000000,１Ｒ,20,1991年,ＲＣ,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,2.0,29000000,１Ｋ,30,2007年,ＲＣ,,,１中住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,4.0,62000000,２ＬＤＫ＋Ｓ,70,2016年,軽量鉄骨造,,,１中住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,6.0,64000000,２ＬＤＫ＋Ｓ,70,2000年,ＲＣ,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,新高円寺,4.0,52000000,３ＬＤＫ,90,1982年,ＲＣ,,,１中住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,中野(東京),9.0,83000000,２ＬＤＫ,60,2015年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,1.0,21000000,１ＬＤＫ,40,1974年,ＳＲＣ,,,商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,高円寺,9.0,46000000,１ＬＤＫ,40,2005年,ＲＣ,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,中野(東京),8.0,65000000,２ＬＤＫ,60,1999年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,東高円寺,6.0,67000000,３ＬＤＫ,75,2000年,ＲＣ,,,,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,新高円寺,4.0,50000000,２ＬＤＫ,55,1996年,ＲＣ,,,２中住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高円寺南,高円寺,9.0,20000000,１ＤＫ,35,1973年,ＳＲＣ,,,,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下井草,下井草,3.0,60000000,３ＬＤＫ,80,2005年,ＲＣ,,,２中住専,,,2024年第1四半期,改装済み,
中古マンション等,成約価格情報,13115,東京都,杉並区,下井草,下井草,3.0,31000000,１ＬＤＫ,40,2003年,ＲＣ,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下井草,下井草,3.0,59000000,３ＬＤＫ,80,2005年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,桜上水,5.0,28000000,２ＬＤＫ,50,1978年,ＳＲＣ,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,下高井戸,2.0,41000000,２ＬＤＫ,55,1978年,ＲＣ,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,桜上水,7.0,6100000,１Ｒ,15,1984年,ＲＣ,,,近隣商業,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,下高井戸,桜上水,6.0,78000000,３ＬＤＫ,75,2011年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸西,富士見ケ丘,3.0,74000000,３ＬＤＫ,75,2007年,ＲＣ,,,１低住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸西,高井戸,8.0,76000000,３ＬＤＫ,85,2000年,ＳＲＣ,,,１中住専,,,2024年第1四半期,,
中古マンション等,成約価格情報,13115,東京都,杉並区,高井戸西,高井戸,4.0,70000000,３ＬＤＫ＋Ｓ,80,2003年,ＲＣ,,,近隣商業,,,2024年第1四半期,,
